t1_ph,t2_ph,phone,t1_wd,t2_wd,word,t1_stop,t2_stop,stop,t1_vot,t2_vot,vot,fname,speaker,ph_per_wd,wd_dur,speakerLang
136.47475,136.59475,K,136.47475,137.677718,cup,136.47475,136.59475,K,136.518,136.6,0.08199999999999363,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,3,1.159717999999998,chinese
140.798,140.908,P,140.798,141.248,pink,140.798,140.908,P,140.873,140.909,0.036000000000001364,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,4,0.375,chinese
142.463848,142.55375,P,142.463848,142.89375,purple,142.463848,142.55375,P,142.491,142.554,0.06299999999998818,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,5,0.4027499999999975,chinese
145.73375,145.86375,K,145.73375,145.99375,kind,145.73375,145.86375,K,145.792,145.87,0.07800000000000296,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,4,0.2017500000000041,chinese
179.291452,179.381375,K,179.291452,179.531375,kind,179.291452,179.381375,K,179.325,179.386,0.06100000000000705,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,4,0.2063750000000084,chinese
183.153625,183.263625,K,183.153625,183.663625,color,183.153625,183.263625,K,183.18,183.254,0.07399999999998386,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,4,0.4836249999999893,chinese
206.256981,206.349001,K,206.256981,206.715852,color,206.256981,206.349001,K,206.266,206.341,0.07500000000001705,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,4,0.44985200000002123,chinese
232.618928,232.708875,K,232.618928,232.938411,cup,232.618928,232.708875,K,232.648,232.728,0.0800000000000125,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,3,0.29041100000000597,chinese
246.200875,246.290875,T,246.200875,246.440875,two,246.200875,246.290875,T,246.212,246.305,0.09300000000001774,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,2,0.22887500000001637,chinese
248.5325,248.6525,K,248.5325,249.126433,cabbage,248.5325,248.6525,K,248.562,248.658,0.09599999999997522,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,5,0.5644329999999798,chinese
261.619375,261.779375,K,261.619375,261.899375,kind,261.619375,261.779375,K,261.698,261.78,0.08199999999999363,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,4,0.20137500000004138,chinese
299.12025,299.18025,T,299.12025,299.279855,to,299.12025,299.18025,T,299.152,299.186,0.033999999999991815,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,2,0.12785500000001093,chinese
300.763963,300.8517063676266,P,300.763963,300.945811,pork,300.763963,300.8517063676266,P,300.7848008635573,300.83643445908905,0.051633595531768606,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,4,0.16101013644271234,chinese
313.88225,314.01225,T,313.88225,314.07225,two,313.88225,314.01225,T,313.95,314.018,0.06799999999998363,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,2,0.12225000000000819,chinese
320.62973,320.72675,T,320.62973,321.052002,two,320.62973,320.72675,T,320.654,320.737,0.08300000000002683,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,2,0.3980020000000195,chinese
322.308892,322.428875,T,322.308892,322.538875,two,322.308892,322.428875,T,322.367,322.43,0.06299999999998818,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,2,0.171875,chinese
358.1325,358.2025,K,358.1325,358.555643,color,358.1325,358.2025,K,358.17,358.207,0.03699999999997772,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,4,0.3856429999999591,chinese
363.905165,364.003047,K,363.905165,364.113502,kind,363.905165,364.003047,K,363.95,364.003,0.05299999999999727,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,4,0.16350199999999404,chinese
365.252375,365.312375,P,365.252375,365.715705,purple,365.252375,365.312375,P,365.236,365.306,0.06999999999999318,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,5,0.47970500000002403,chinese
370.844625,370.974625,K,370.844625,371.624625,color,370.844625,370.974625,K,370.902,370.975,0.07300000000003593,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,4,0.7226249999999936,chinese
371.624625,371.714625,P,371.624625,372.224625,pant,371.624625,371.714625,P,371.675,371.719,0.04399999999998272,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,4,0.5496249999999918,chinese
375.318125,375.408125,P,375.318125,376.728125,pant,375.318125,375.408125,P,375.363,375.416,0.05299999999999727,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,4,1.3651249999999777,chinese
388.89725,388.93725,T,388.89725,388.98725,to,388.89725,388.93725,T,388.891,388.935,0.04399999999998272,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,2,0.09624999999999773,chinese
391.466189,391.54725,P,391.466189,391.67725,Pete-,391.466189,391.54725,P,391.488,391.551,0.06299999999998818,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,4,0.18925000000001546,chinese
392.163936,392.23725,P,392.163936,392.779209,[P:IY:T:IY:Z_Pete's],392.163936,392.23725,P,392.182,392.239,0.05699999999995953,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,5,0.5972089999999639,chinese
392.92544,393.00725,P,392.92544,393.24725,Pet,392.92544,393.00725,P,392.933,393.0,0.06700000000000728,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,3,0.31425000000001546,chinese
404.001625,404.041625,T,404.001625,404.071625,to,404.001625,404.041625,T,403.999,404.06,0.06099999999997863,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,2,0.07262499999995953,chinese
405.674177,405.759898,P,405.674177,405.841298,pic-,405.674177,405.759898,P,405.686,405.758,0.07200000000000273,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,3,0.15529800000001615,chinese
419.848125,419.998125,P,419.848125,420.416481,post,419.848125,419.998125,P,419.922,419.998,0.07599999999996498,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,4,0.49448099999995065,chinese
429.528875,429.668875,K,429.528875,429.778875,kind,429.528875,429.668875,K,429.604,429.661,0.05700000000001637,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,4,0.17487500000004275,chinese
435.53,435.65,K,435.53,436.0642,color,435.53,435.65,K,435.57,435.653,0.08300000000002683,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,4,0.49420000000003483,chinese
450.7455,450.9355,T,450.7455,451.1255,two,450.7455,450.9355,T,450.83,450.937,0.10700000000002774,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,2,0.2955000000000041,chinese
458.957125,459.007125,T,458.957125,459.067125,to,458.957125,459.007125,T,458.977,459.007,0.03000000000002956,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,2,0.09012500000000045,chinese
459.446076,459.530033,P,459.446076,459.717125,pet,459.446076,459.530033,P,459.458,459.515,0.05699999999995953,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,3,0.2591249999999832,chinese
461.127125,461.257125,T,461.127125,461.487125,tree,461.127125,461.257125,T,461.171,461.281,0.11000000000001364,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,3,0.31612499999999955,chinese
468.698875,468.838875,T,468.698875,469.115358,tree,468.698875,468.838875,T,468.782,468.87,0.08800000000002228,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,3,0.33335800000003246,chinese
475.392125,475.452125,T,475.392125,475.492125,to,475.392125,475.452125,T,475.44,475.456,0.016000000000019554,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,2,0.05212499999998954,chinese
475.492125,475.572125,K,475.492125,475.712125,call,475.492125,475.572125,K,475.456,475.547,0.09100000000000819,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,3,0.25612499999999727,chinese
482.763233,482.863774,T,482.763233,482.909381,to,482.763233,482.863774,T,482.805,482.863,0.057999999999992724,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,2,0.1043809999999894,chinese
485.79375,485.92375,K,485.79375,486.44375,collect,485.79375,485.92375,K,485.866,485.935,0.06900000000001683,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,6,0.5777500000000373,chinese
491.593125,491.673125,T,491.593125,491.833125,to,491.593125,491.673125,T,491.598,491.677,0.07900000000000773,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,2,0.23512499999998226,chinese
491.833125,491.963125,K,491.833125,492.113125,call,491.833125,491.963125,K,491.864,491.983,0.1190000000000282,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_CHF_04_KOF_03_EN_KOF_03_DP_CHF_04_KOF_03_EN_CHF_04_output.TextGrid,1,3,0.2491250000000491,chinese
54.64495,54.735875,K,54.64495,54.815875,can,54.64495,54.735875,K,54.691,54.732,0.04099999999999682,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,3,0.12487499999999585,thai
62.15325,62.26325,K,62.15325,62.45325,can't,62.15325,62.26325,K,62.215,62.267,0.0519999999999996,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,4,0.23824999999999363,thai
82.166974,82.296875,K,82.166974,82.406875,can,82.166974,82.296875,K,82.279,82.296,0.017000000000010118,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,3,0.12787500000000307,thai
82.406875,82.436875,K,82.406875,82.566875,can,82.406875,82.436875,K,82.421,82.448,0.026999999999986812,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,3,0.14587499999998954,thai
117.445,117.535,T,117.445,117.955,too,117.445,117.535,T,117.471,117.539,0.06799999999999784,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,2,0.48399999999999466,thai
129.47675,129.67675,P,129.47675,129.86675,pork,129.47675,129.67675,P,129.619,129.687,0.06800000000001205,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,4,0.24774999999999636,thai
150.453125,150.563125,T,150.453125,151.023125,triangle,150.453125,150.563125,T,150.484,150.566,0.08199999999999363,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,8,0.5391249999999843,thai
200.103375,200.203375,T,200.103375,200.373375,two,200.103375,200.203375,T,200.155,200.21,0.05500000000000682,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,2,0.21837500000000887,thai
212.44175,212.63175,P,212.44175,212.84175,pet,212.44175,212.63175,P,212.591,212.631,0.03999999999999204,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,3,0.25074999999998226,thai
216.70375,216.84375,P,216.70375,217.16375,picture,216.70375,216.84375,P,216.815,216.848,0.03300000000001546,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,5,0.34874999999999545,thai
217.38375,217.50375,K,217.38375,218.015521,cat,217.38375,217.50375,K,217.434,217.485,0.051000000000016144,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,3,0.5815210000000093,thai
232.783,232.943,P,232.783,233.281218,P,232.783,232.943,P,232.875,232.953,0.07800000000000296,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,2,0.4062179999999955,thai
241.195375,241.255375,P,241.195375,241.500026,P,241.195375,241.255375,P,241.218,241.267,0.049000000000006594,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,2,0.2820260000000019,thai
243.944625,244.074625,P,243.944625,244.352271,P,243.944625,244.074625,P,243.997,244.078,0.08099999999998886,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,2,0.3552709999999877,thai
254.318,254.428,K,254.318,254.658,color,254.318,254.428,K,254.334,254.417,0.08299999999999841,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,4,0.32399999999998386,thai
271.09725,271.22725,K,271.09725,271.52725,color,271.09725,271.22725,K,271.168,271.224,0.055999999999983174,/Users/ernesto/Desktop/Projects/vot-cp/vot-dev/output/DP_TH_01_KO_05_EN_TH_01_DP_TH_01_KO_05_EN_KO_05_output.TextGrid,1,4,0.35924999999997453,thai
